Name,Math,Science,English,History,Art
Student2862,60,52,100,62,81
Student2863,56,65,98,50,72
Student2864,55,82,51,86,51
Student2865,90,59,88,50,86
Student2866,75,73,99,94,62
Student2867,97,54,59,98,57
Student2868,78,86,97,66,57
Student2869,60,80,86,86,77
Student2870,60,93,61,100,54
Student2871,91,88,95,50,82
Student2872,77,73,50,82,70
Student2873,98,83,100,97,61
Student2874,84,50,54,87,84
Student2875,92,100,65,93,56
Student2876,75,53,96,50,81
Student2877,73,89,50,79,62
Student2878,56,80,62,70,79
Student2879,63,52,81,67,72
Student2880,67,73,89,54,50
Student2881,61,95,54,71,82
Student2882,95,93,83,86,95
Student2883,80,98,50,77,55
Student2884,51,73,62,56,78
Student2885,93,90,81,90,75
Student2886,84,98,69,72,78
Student2887,100,94,51,89,76
Student2888,62,65,90,98,92
Student2889,74,93,96,51,50
Student2890,54,71,89,57,66
Student2891,85,62,58,80,61
Student2892,69,74,91,73,50
Student2893,76,80,64,77,80
Student2894,51,70,80,82,50
Student2895,90,67,56,86,94
Student2896,56,55,65,92,74
Student2897,100,97,97,55,65
Student2898,77,55,91,68,85
Student2899,99,94,55,70,55
Student2900,70,64,57,56,82
Student2901,99,80,81,89,80
Student2902,54,77,61,72,53
Student2903,71,95,87,63,87
Student2904,59,64,90,93,60
Student2905,86,85,79,50,65
Student2906,73,72,66,71,93
Student2907,58,65,52,60,57
Student2908,76,87,69,78,99
Student2909,92,69,80,81,98
Student2910,74,97,63,54,89
Student2911,78,79,86,56,78
Student2912,62,96,54,68,91
Student2913,84,63,73,84,56
Student2914,77,72,68,51,72
Student2915,81,59,94,61,51
Student2916,99,81,52,92,94
Student2917,97,63,94,55,82
Student2918,55,60,55,55,99
Student2919,82,81,55,94,83
Student2920,67,53,50,88,61
Student2921,67,84,89,78,100
Student2922,94,63,99,72,62
Student2923,61,57,59,67,87
Student2924,94,70,99,95,93
Student2925,71,90,89,90,80
Student2926,74,73,84,77,69
Student2927,59,63,51,61,78
Student2928,77,51,62,85,90
Student2929,90,66,63,97,71
Student2930,88,80,77,56,85
Student2931,93,69,58,54,51
Student2932,100,50,76,88,53
Student2933,68,65,64,74,83
Student2934,64,53,99,91,65
Student2935,77,50,65,56,57
Student2936,54,81,85,60,67
Student2937,53,52,63,83,51
Student2938,74,74,88,56,59
Student2939,61,100,61,90,97
Student2940,97,63,63,67,85
Student2941,52,76,68,86,62
Student2942,62,58,86,90,73
Student2943,94,63,99,67,87
Student2944,67,51,68,78,80
Student2945,73,62,66,70,71
Student2946,81,79,62,76,71
Student2947,85,75,91,54,76
Student2948,83,75,93,76,68
Student2949,66,51,67,83,98
Student2950,80,85,64,89,73
Student2951,68,88,91,91,91
Student2952,89,60,82,85,67
Student2953,53,95,81,95,88
Student2954,76,83,61,75,53
Student2955,93,80,96,91,67
Student2956,86,76,82,79,68
Student2957,89,85,66,62,75
Student2958,63,83,73,100,65
Student2959,58,54,82,62,57
Student2960,50,74,95,79,96
Student2961,100,69,67,54,59
Student2962,64,50,69,81,62
Student2963,65,64,99,95,88
Student2964,50,73,70,80,56
Student2965,88,79,66,58,56
Student2966,88,56,77,67,100
Student2967,77,63,59,58,50
Student2968,50,54,88,72,90
Student2969,62,61,76,85,53
Student2970,85,54,85,82,95
Student2971,91,100,53,91,99
Student2972,55,51,61,61,90
Student2973,65,58,92,58,76
Student2974,61,86,65,83,68
Student2975,90,94,63,66,70
Student2976,76,98,94,51,91
Student2977,63,63,56,69,86
Student2978,52,66,65,51,57
Student2979,84,56,70,63,57
Student2980,95,75,60,74,99
Student2981,71,92,77,60,95
Student2982,72,77,67,70,60
Student2983,55,70,90,66,53
Student2984,84,89,81,90,91
Student2985,57,100,82,91,96
Student2986,63,73,53,50,55
Student2987,86,98,89,79,75
Student2988,61,52,93,50,69
Student2989,58,51,89,63,77
Student2990,65,77,59,60,97
Student2991,56,76,82,66,65
Student2992,96,77,66,91,98
Student2993,54,63,53,98,87
Student2994,70,97,93,85,56
Student2995,79,73,62,69,76
Student2996,96,60,77,98,96
Student2997,74,91,62,52,55
Student2998,89,53,78,70,83
Student2999,81,99,87,69,64
Student3000,59,100,69,96,83
Student3001,86,52,95,68,73
Student3002,92,98,89,73,69
Student3003,63,81,90,74,91
Student3004,86,85,52,64,100
Student3005,92,82,62,56,74
Student3006,72,62,100,96,85
Student3007,79,73,54,63,70
Student3008,63,76,91,84,56
Student3009,68,94,70,60,85
Student3010,75,86,63,80,68
Student3011,98,76,75,95,64
Student3012,65,87,52,64,74
Student3013,80,52,84,81,74
Student3014,99,87,78,60,86
Student3015,57,83,58,94,67
Student3016,75,80,56,67,57
Student3017,76,92,81,99,76
Student3018,92,85,83,94,78
Student3019,53,90,100,70,100
Student3020,57,61,84,60,80
Student3021,71,96,73,67,89
Student3022,59,65,63,74,57
Student3023,68,62,78,58,92
Student3024,73,53,74,52,88
Student3025,89,83,50,65,63
Student3026,92,89,80,81,87
Student3027,54,74,71,98,59
Student3028,53,52,81,91,63
Student3029,55,100,58,58,60
Student3030,100,65,51,62,70
Student3031,75,98,97,89,64
Student3032,83,91,91,96,61
Student3033,65,86,99,72,97
Student3034,86,93,73,61,88
Student3035,74,72,70,52,76
Student3036,99,80,97,85,91
Student3037,60,53,98,64,87
Student3038,100,66,73,79,83
Student3039,59,54,59,98,91
Student3040,97,52,83,51,70
Student3041,64,56,80,82,82
Student3042,75,100,51,59,91
Student3043,63,68,73,99,71
Student3044,68,79,91,79,87
Student3045,55,70,85,62,68
Student3046,65,53,64,96,96
Student3047,60,70,50,82,51
Student3048,81,68,75,100,73
Student3049,55,59,92,93,78
Student3050,79,98,92,51,67
Student3051,51,56,84,61,85
Student3052,74,82,64,87,73
Student3053,84,79,98,89,88
Student3054,54,57,82,78,79
Student3055,96,60,79,100,69
Student3056,52,67,74,100,99
Student3057,68,97,71,82,99
Student3058,87,83,59,52,87
Student3059,56,87,99,90,91
Student3060,95,98,53,92,89
Student3061,93,64,63,62,59
Student3062,61,92,70,86,55
Student3063,90,77,75,100,52
Student3064,78,70,80,80,88
Student3065,52,59,79,79,53
Student3066,68,100,54,59,90
Student3067,77,92,82,90,78
Student3068,64,91,58,70,73
Student3069,78,94,62,50,69
Student3070,61,94,90,78,71
Student3071,89,73,84,61,59
Student3072,83,52,54,67,57
Student3073,70,77,78,90,80
Student3074,94,79,83,93,78
Student3075,94,95,79,82,78
Student3076,76,55,67,63,65
Student3077,63,92,67,84,52
Student3078,79,72,68,79,70
Student3079,99,80,53,85,59
Student3080,50,54,81,80,75
Student3081,76,75,86,66,85
Student3082,73,65,87,92,87
Student3083,57,79,91,55,60
Student3084,87,66,94,83,58
Student3085,52,89,100,67,90
Student3086,50,57,96,68,62
Student3087,63,83,69,75,59
Student3088,79,62,53,78,66
Student3089,69,97,87,97,92
Student3090,87,94,53,73,51
Student3091,60,74,66,82,98
Student3092,87,85,84,97,65
Student3093,89,68,100,73,63
Student3094,71,100,65,75,93
Student3095,99,90,94,94,58
Student3096,80,95,80,65,69
Student3097,99,76,69,67,78
Student3098,81,87,52,62,92
Student3099,81,69,99,57,89
Student3100,88,85,55,82,91
Student3101,53,74,70,83,71
Student3102,54,93,79,93,85
Student3103,94,70,76,63,72
Student3104,82,55,92,58,52
Student3105,96,78,83,100,56
Student3106,81,79,93,70,75
Student3107,64,97,78,76,76
Student3108,92,96,62,51,59
Student3109,90,96,52,82,80
Student3110,90,97,97,69,56
Student3111,89,95,81,78,81
Student3112,77,91,86,77,59
Student3113,57,70,50,54,72
Student3114,64,54,97,52,98
Student3115,58,69,93,93,57
Student3116,66,61,77,66,52
Student3117,70,88,64,58,73
Student3118,75,50,62,67,73
Student3119,69,53,63,71,93
Student3120,93,68,83,84,50
Student3121,94,94,87,82,64
Student3122,50,69,61,93,71
Student3123,50,64,100,50,73
Student3124,50,52,83,60,68
Student3125,90,79,72,54,58
Student3126,65,89,73,50,87
Student3127,67,76,82,61,92
Student3128,60,81,99,79,83
Student3129,95,72,80,53,84
Student3130,68,66,55,99,58
Student3131,60,84,83,83,57
Student3132,99,93,76,56,95
Student3133,82,57,77,98,55
Student3134,69,64,82,80,88
Student3135,97,55,96,87,50
Student3136,80,59,54,87,78
Student3137,69,93,73,51,82
Student3138,51,69,71,87,90
Student3139,65,95,80,81,91
Student3140,78,62,77,84,57
Student3141,56,88,61,73,52
Student3142,83,93,83,53,96
Student3143,68,58,75,75,72
Student3144,75,62,88,85,89
Student3145,55,75,87,92,100
Student3146,85,67,75,64,92
Student3147,81,93,87,65,87
Student3148,84,93,64,78,73
Student3149,80,88,79,55,90
Student3150,58,58,79,99,62
Student3151,94,90,95,67,63
Student3152,94,50,96,93,84
Student3153,100,62,91,94,91
Student3154,58,93,81,57,93
Student3155,71,72,80,56,54
Student3156,60,69,97,96,74
Student3157,50,84,93,74,88
Student3158,96,79,59,66,69
Student3159,55,60,88,96,96
Student3160,52,67,89,82,79
Student3161,95,87,79,65,51
Student3162,75,70,50,67,100
Student3163,68,51,95,67,69
Student3164,93,89,72,97,75
Student3165,52,96,80,64,99
Student3166,98,82,55,87,60
Student3167,54,76,76,80,79
Student3168,51,55,65,74,53
Student3169,63,69,100,86,56
Student3170,69,95,54,94,93
Student3171,98,61,72,52,97
Student3172,68,79,90,53,57
Student3173,94,70,87,98,71
Student3174,62,64,61,69,87
Student3175,67,81,99,67,77
Student3176,72,96,92,93,63
Student3177,92,66,85,74,80
Student3178,72,72,75,52,97
Student3179,72,50,81,93,70
Student3180,75,70,93,52,85
Student3181,60,90,54,63,99
Student3182,79,82,96,90,62
Student3183,58,98,55,50,58
Student3184,68,81,69,98,77
Student3185,96,63,65,77,62
Student3186,92,91,82,60,82
Student3187,60,87,52,85,65
Student3188,64,78,85,81,89
Student3189,98,96,59,74,98
Student3190,69,86,100,55,57
Student3191,85,59,99,53,53
Student3192,50,81,96,79,91
Student3193,59,77,85,54,51
Student3194,92,84,91,51,93
Student3195,57,77,55,70,74
Student3196,54,77,83,99,74
Student3197,68,62,87,82,89
Student3198,56,98,88,87,63
Student3199,95,71,74,66,50
Student3200,88,98,95,57,54
Student3201,55,95,96,55,53
Student3202,89,53,97,82,66
Student3203,74,88,59,56,60
Student3204,82,71,84,61,71
Student3205,95,74,74,52,82
Student3206,85,94,81,82,53
Student3207,70,87,60,66,91
Student3208,59,53,99,94,89
Student3209,53,84,70,73,89
Student3210,89,98,74,85,96
Student3211,92,80,82,69,71
Student3212,83,99,81,62,73
Student3213,56,50,88,94,54
Student3214,90,57,58,54,64
Student3215,71,64,85,51,63
Student3216,85,60,68,84,68
Student3217,76,62,69,67,71
Student3218,64,78,85,69,60
Student3219,73,64,65,73,81
Student3220,85,60,83,93,60
Student3221,95,51,86,92,93
Student3222,75,90,53,80,65
Student3223,66,53,62,90,88
Student3224,89,88,99,69,66
Student3225,62,67,88,76,61
Student3226,95,92,79,71,69
Student3227,62,60,61,87,57
Student3228,56,89,83,74,85
Student3229,74,74,54,62,65
Student3230,52,68,50,54,98
Student3231,61,74,50,96,72
Student3232,67,54,81,59,52
Student3233,68,69,63,99,51
Student3234,88,74,95,64,88
Student3235,55,94,76,100,82
Student3236,79,66,57,64,57
Student3237,60,94,64,71,52
Student3238,95,83,89,100,90
Student3239,83,77,76,71,54
Student3240,52,80,90,61,65
Student3241,64,52,85,86,80
Student3242,72,73,50,65,100
Student3243,88,89,66,59,67
Student3244,72,50,87,68,72
Student3245,86,95,66,57,75
Student3246,81,91,70,69,98
Student3247,97,99,69,69,62
Student3248,62,59,75,59,79
Student3249,71,62,71,90,78
Student3250,55,81,99,73,92
Student3251,60,94,63,70,59
Student3252,91,84,93,98,74
Student3253,52,81,92,58,64
Student3254,51,76,91,69,65
Student3255,58,61,52,74,78
Student3256,84,85,70,72,81
Student3257,95,79,56,96,60
Student3258,61,72,100,73,55
Student3259,61,58,98,52,58
Student3260,75,70,79,98,79
Student3261,68,72,63,73,100
Student3262,61,64,72,84,61
Student3263,75,58,68,78,57
Student3264,94,63,98,54,75
Student3265,62,50,57,83,87
Student3266,73,64,55,97,100
Student3267,55,76,52,88,57
Student3268,85,76,99,94,77
Student3269,87,89,82,94,83
Student3270,78,86,55,64,62
Student3271,54,56,69,89,66
Student3272,80,79,58,72,87
Student3273,96,59,97,96,62
Student3274,53,91,96,78,69
Student3275,58,84,62,91,77
Student3276,86,62,87,77,72
Student3277,79,79,88,91,58
Student3278,86,60,73,56,100
Student3279,73,78,54,95,97
Student3280,83,80,68,60,74
Student3281,54,63,65,64,84
Student3282,93,89,81,93,66
Student3283,78,86,75,69,86
Student3284,64,73,71,66,65
Student3285,98,64,72,82,73
Student3286,93,66,61,88,61
Student3287,85,81,99,97,68
Student3288,72,61,98,98,75
Student3289,75,97,86,52,69
Student3290,64,100,79,57,69
Student3291,90,100,64,82,68
Student3292,79,53,94,96,74
Student3293,76,84,66,67,53
Student3294,50,81,60,69,76
Student3295,54,80,60,50,75
Student3296,63,64,62,50,71
Student3297,94,80,82,63,99
Student3298,87,80,80,70,69
Student3299,81,83,74,74,100
Student3300,70,72,95,96,98
Student3301,52,52,85,62,70
Student3302,91,61,64,60,56
Student3303,79,71,63,93,90
Student3304,56,59,61,94,88
Student3305,99,60,87,68,54
Student3306,83,73,84,87,57
Student3307,78,95,63,78,70
Student3308,56,95,55,86,72
Student3309,54,51,61,77,80
Student3310,80,86,91,68,64
Student3311,62,57,78,67,85
Student3312,55,69,58,71,69
Student3313,91,54,61,89,50
Student3314,66,70,84,85,83
Student3315,64,65,77,68,99
Student3316,100,71,59,71,86
Student3317,86,77,73,81,92
Student3318,88,55,87,65,97
Student3319,85,67,75,58,100
Student3320,71,98,83,95,52
Student3321,68,62,70,94,79
Student3322,70,82,96,97,50
Student3323,92,98,69,60,82
Student3324,89,52,78,99,58
Student3325,78,55,99,62,94
Student3326,97,86,87,68,65
Student3327,73,64,61,59,85
Student3328,57,93,65,88,98
Student3329,71,90,53,52,58
Student3330,58,79,63,52,81
Student3331,97,72,55,64,65
Student3332,52,59,78,91,62
Student3333,100,84,56,99,67
Student3334,51,50,91,89,63
Student3335,99,67,94,82,73
Student3336,66,87,85,89,67
Student3337,97,85,82,62,81
Student3338,84,61,88,53,90
Student3339,81,70,73,100,58
Student3340,67,55,93,100,82
Student3341,65,64,76,87,57
Student3342,82,94,58,54,75
Student3343,99,87,83,69,65
Student3344,52,66,75,76,95
Student3345,89,73,89,76,89
Student3346,82,85,69,99,59
Student3347,86,79,53,54,63
Student3348,67,93,100,92,66
Student3349,88,57,57,67,82
Student3350,52,83,80,73,96
Student3351,85,99,94,75,75
Student3352,79,90,53,77,69
Student3353,61,64,61,86,83
Student3354,81,84,78,69,58
Student3355,95,71,51,73,56
Student3356,66,55,79,79,72
Student3357,80,97,94,51,77
Student3358,97,86,60,65,85
Student3359,65,51,81,86,64
Student3360,65,67,88,90,78
Student3361,70,55,57,72,74
Student3362,60,63,67,85,68
Student3363,90,73,52,98,50
Student3364,58,68,95,89,63
Student3365,77,61,63,77,81
Student3366,92,80,85,53,68
Student3367,60,71,85,97,92
Student3368,64,74,85,51,97
Student3369,56,95,87,53,77
Student3370,77,100,52,65,51
Student3371,57,68,67,94,64
Student3372,75,57,66,67,92
Student3373,93,62,53,62,70
Student3374,88,59,67,67,87
Student3375,74,91,74,53,85
Student3376,71,92,55,61,90
Student3377,77,60,74,79,57
Student3378,69,96,87,82,97
Student3379,59,54,58,92,81
Student3380,87,77,72,80,68
Student3381,91,76,93,64,77
Student3382,52,72,100,51,87
Student3383,87,64,54,98,55
Student3384,91,71,74,76,58
Student3385,59,86,54,77,59
Student3386,62,89,83,92,88
Student3387,55,94,81,70,65
Student3388,84,61,58,75,63
Student3389,97,70,80,100,63
Student3390,68,55,65,99,93
Student3391,89,80,78,54,58
Student3392,78,78,70,96,71
Student3393,86,60,78,92,61
Student3394,74,93,97,52,100
Student3395,72,59,69,70,94
Student3396,76,96,53,84,91
Student3397,56,60,90,64,71
Student3398,68,84,87,62,81
Student3399,74,95,69,69,86
Student3400,88,80,68,54,95
Student3401,86,89,73,66,92
Student3402,72,95,61,91,79
Student3403,71,83,53,78,53
Student3404,56,95,65,91,89
Student3405,79,63,89,64,50
Student3406,95,88,58,91,68
Student3407,89,99,86,63,75
Student3408,71,58,86,53,77
Student3409,67,67,54,64,52
Student3410,92,62,95,78,87
Student3411,50,59,80,53,96
Student3412,65,95,72,68,58
Student3413,52,83,85,53,74
Student3414,82,57,74,72,98
Student3415,88,78,55,92,75
Student3416,72,73,61,87,64
Student3417,88,92,53,66,63
Student3418,60,96,73,51,66
Student3419,83,97,77,53,96
Student3420,65,73,85,54,92
Student3421,84,79,72,66,96
Student3422,83,93,100,83,66
Student3423,51,56,89,89,61
Student3424,81,78,82,52,74
Student3425,64,99,52,56,86
Student3426,70,78,94,98,50
Student3427,93,53,59,87,58
Student3428,87,76,53,84,71
Student3429,70,52,91,66,56
Student3430,51,63,78,59,58
Student3431,74,78,100,79,73
Student3432,80,92,63,96,60
Student3433,68,86,97,56,60
Student3434,62,71,85,58,87
Student3435,87,51,92,61,87
Student3436,64,76,98,53,97
Student3437,84,79,81,78,94
Student3438,99,70,69,100,85
Student3439,96,83,90,76,80
Student3440,98,86,85,88,67
Student3441,65,79,96,83,67
Student3442,64,78,73,98,94
Student3443,65,59,98,60,86
Student3444,82,89,72,89,90
Student3445,88,79,89,60,97
Student3446,66,85,50,70,63
Student3447,73,52,95,67,89
Student3448,73,69,61,55,67
Student3449,59,63,57,70,75
Student3450,94,72,88,77,75
Student3451,67,74,65,54,59
Student3452,76,57,55,85,73
Student3453,82,50,66,56,68
Student3454,57,75,74,68,89
Student3455,75,50,66,70,88
Student3456,73,85,70,86,65
Student3457,96,99,96,65,60
Student3458,74,54,69,95,92
Student3459,67,66,73,99,52
Student3460,86,80,64,83,91
Student3461,76,67,60,99,92
Student3462,82,72,91,79,79
Student3463,95,98,66,66,77
Student3464,97,54,68,66,88
Student3465,71,61,76,54,84
Student3466,99,85,87,96,92
Student3467,76,84,70,59,75
Student3468,82,58,89,63,65
Student3469,73,52,70,96,55
Student3470,70,86,75,59,65
Student3471,78,85,57,53,61
Student3472,78,85,81,63,90
Student3473,59,95,69,64,90
Student3474,93,84,96,77,65
Student3475,97,56,73,65,70
Student3476,76,69,85,92,84
Student3477,83,68,72,81,92
Student3478,88,85,81,96,54
Student3479,58,55,52,53,57
Student3480,54,69,81,68,90
Student3481,88,52,83,78,53
Student3482,86,61,65,88,92
Student3483,54,63,68,88,57
Student3484,56,80,83,55,57
Student3485,66,80,56,93,96
Student3486,88,83,50,68,72
Student3487,70,89,59,98,91
Student3488,61,93,89,82,51
Student3489,95,53,84,71,83
Student3490,89,69,70,100,83
Student3491,70,100,58,100,78
Student3492,87,93,94,55,75
Student3493,86,76,97,50,80
Student3494,57,84,50,90,85
Student3495,53,89,65,85,70
Student3496,72,100,84,66,60
Student3497,64,87,57,99,58
Student3498,61,92,84,77,50
Student3499,68,73,88,66,63
Student3500,53,93,94,87,55
Student3501,98,89,63,86,96
Student3502,92,50,90,56,80
Student3503,69,69,63,75,87
Student3504,54,80,59,81,80
Student3505,96,52,94,84,60
Student3506,76,50,83,93,84
Student3507,91,65,73,92,62
Student3508,51,96,71,53,88
Student3509,85,65,82,63,99
Student3510,90,51,89,68,80
Student3511,51,80,94,50,77
Student3512,63,90,65,50,91
Student3513,79,88,66,69,76
Student3514,97,66,66,90,70
Student3515,98,74,61,95,100
Student3516,88,65,85,81,91
Student3517,84,52,83,77,97
Student3518,63,78,65,82,95
Student3519,96,96,84,100,100
Student3520,93,67,59,63,96
Student3521,71,57,96,67,94
Student3522,74,75,89,98,63
Student3523,60,80,57,73,58
Student3524,89,79,59,90,85
Student3525,80,60,65,70,50
Student3526,69,86,96,76,69
Student3527,67,81,67,91,59
Student3528,55,59,87,58,83
Student3529,83,52,70,98,61
Student3530,90,53,98,63,63
Student3531,72,68,84,80,67
Student3532,56,56,97,87,85
Student3533,61,87,54,85,73
Student3534,58,52,55,85,96
Student3535,67,85,87,83,50
Student3536,90,57,85,55,52
Student3537,81,50,72,91,73
Student3538,63,86,96,91,76
Student3539,97,62,62,81,67
Student3540,99,58,52,97,90
Student3541,71,84,54,93,85
Student3542,57,72,91,61,88
Student3543,53,67,61,82,95
Student3544,58,79,70,53,54
Student3545,96,98,86,83,64
Student3546,63,72,77,76,50
Student3547,54,52,74,64,87
Student3548,64,94,74,54,60
Student3549,72,62,69,58,72
Student3550,81,83,83,57,50
Student3551,89,53,62,91,86
Student3552,83,98,64,50,51
Student3553,56,60,93,100,95
Student3554,58,56,76,58,92
Student3555,57,90,92,96,65
Student3556,100,78,91,67,98
Student3557,76,56,76,82,53
Student3558,73,59,84,100,94
Student3559,71,64,98,51,100
Student3560,78,51,71,82,95
Student3561,68,82,82,67,52
Student3562,67,52,70,99,62
Student3563,70,90,85,56,97
Student3564,95,81,83,69,59
Student3565,54,61,54,53,75
Student3566,67,81,60,55,63
Student3567,72,68,75,74,68
Student3568,88,72,83,64,70
Student3569,80,96,77,64,68
Student3570,65,99,62,75,85
Student3571,90,79,75,77,72
Student3572,68,99,97,91,55
Student3573,62,90,91,83,60
Student3574,98,64,55,55,61
Student3575,65,56,60,86,54
Student3576,60,53,100,91,88
Student3577,95,61,77,94,59
Student3578,51,77,65,72,68
Student3579,54,56,98,86,63
Student3580,91,88,72,85,65
Student3581,84,95,54,73,75
Student3582,62,68,63,79,95
Student3583,98,60,98,59,75
Student3584,61,90,65,66,92
Student3585,63,57,87,74,52
Student3586,50,93,81,56,63
Student3587,59,87,97,51,94
Student3588,78,73,62,50,99
Student3589,83,50,78,74,88
Student3590,76,89,85,97,84
Student3591,57,60,88,78,90
Student3592,90,63,98,54,90
Student3593,81,64,92,62,94
Student3594,99,91,61,61,75
Student3595,91,92,59,80,50
Student3596,79,84,69,85,80
Student3597,68,56,76,80,52
Student3598,70,67,90,93,84
Student3599,77,82,76,56,65
Student3600,98,76,77,92,77
Student3601,85,81,85,83,62
Student3602,72,94,79,95,69
Student3603,93,82,69,96,96
Student3604,57,94,84,54,81
Student3605,65,98,70,91,52
Student3606,70,72,99,61,60
Student3607,89,63,87,99,95
Student3608,68,62,69,96,97
Student3609,75,83,75,62,96
Student3610,88,82,95,69,71
Student3611,76,51,63,100,76
Student3612,76,99,54,59,95
Student3613,82,81,60,80,71
Student3614,60,65,71,60,59
Student3615,66,57,95,93,77
Student3616,63,92,63,87,82
Student3617,88,76,74,74,75
Student3618,50,77,82,62,61
Student3619,90,74,72,62,100
Student3620,76,52,77,61,80
Student3621,77,74,67,71,87
Student3622,69,80,50,74,85
Student3623,78,64,58,93,87
Student3624,60,67,88,96,71
Student3625,68,52,82,85,53
Student3626,87,67,84,65,69
Student3627,97,64,68,89,91
Student3628,53,72,84,96,65
Student3629,51,55,68,52,83
Student3630,87,52,54,50,72
Student3631,60,86,51,81,57
Student3632,99,51,79,71,79
Student3633,53,72,91,75,90
Student3634,57,93,87,82,78
Student3635,80,56,76,87,76
Student3636,94,60,94,92,83
Student3637,94,91,53,65,81
Student3638,51,75,84,59,59
Student3639,62,70,92,97,53
Student3640,67,97,75,92,63
Student3641,90,78,94,69,72
Student3642,93,50,57,96,56
Student3643,52,51,57,92,62
Student3644,84,59,92,77,54
Student3645,54,69,88,89,90
Student3646,68,75,93,76,99
Student3647,59,94,85,94,67
Student3648,69,62,96,60,68
Student3649,93,63,58,81,92
Student3650,75,65,87,68,80
Student3651,87,72,54,68,70
Student3652,93,81,64,69,74
Student3653,68,84,100,72,58
Student3654,92,82,98,87,76
Student3655,68,67,76,89,79
Student3656,99,93,98,88,53
Student3657,93,99,61,55,58
Student3658,70,57,53,71,59
Student3659,94,87,63,97,62
Student3660,93,90,100,93,81
Student3661,85,72,54,72,56
Student3662,83,74,77,74,87
Student3663,63,60,64,86,86
Student3664,85,55,72,100,52
Student3665,98,51,97,92,94
Student3666,91,89,58,63,85
Student3667,62,71,62,98,80
Student3668,87,88,58,94,95
Student3669,74,90,73,78,63
Student3670,80,87,53,89,90
Student3671,87,54,99,92,82
Student3672,51,93,53,70,58
Student3673,57,68,50,62,92
Student3674,61,95,71,57,82
Student3675,88,100,78,100,66
Student3676,62,67,83,89,84
Student3677,67,50,61,56,74
Student3678,57,58,79,69,82
Student3679,87,69,82,50,80
Student3680,76,84,93,84,67
Student3681,72,70,65,70,98
Student3682,71,85,100,87,70
Student3683,80,95,65,60,97
Student3684,89,61,91,72,54
Student3685,61,91,78,69,82
Student3686,93,78,80,61,73
Student3687,91,89,86,58,66
Student3688,96,97,73,76,50
Student3689,64,98,88,84,76
Student3690,96,51,58,84,66
Student3691,51,100,51,64,51
Student3692,61,74,68,78,100
Student3693,77,61,76,60,83
Student3694,92,75,87,85,76
Student3695,97,88,97,92,58
Student3696,75,58,59,61,90
Student3697,57,79,93,64,85
Student3698,98,85,77,56,94
Student3699,83,75,77,68,86
Student3700,89,58,79,88,78
Student3701,83,63,82,78,82
Student3702,66,86,71,87,71
Student3703,58,86,65,99,64
Student3704,55,78,59,72,72
Student3705,51,70,80,61,78
Student3706,74,90,56,78,87
Student3707,77,72,79,66,65
Student3708,73,100,62,99,79
Student3709,55,54,60,98,96
Student3710,74,92,82,81,82
Student3711,55,93,55,68,97
Student3712,70,67,83,74,83
Student3713,51,58,53,89,78
Student3714,61,95,68,78,94
Student3715,94,90,83,51,98
Student3716,85,72,86,66,52
Student3717,89,90,89,84,54
Student3718,71,93,92,76,81
Student3719,62,62,61,52,71
Student3720,54,66,94,73,69
Student3721,75,92,51,84,83
Student3722,99,52,69,56,61
Student3723,77,71,96,92,72
Student3724,91,78,58,68,56
Student3725,59,82,66,65,89
Student3726,81,64,69,52,91
Student3727,89,88,89,55,92
Student3728,91,64,88,87,69
Student3729,64,60,81,63,91
Student3730,71,82,89,80,83
Student3731,60,58,84,60,68
Student3732,92,86,53,81,71
Student3733,51,86,91,69,94
Student3734,75,74,53,60,75
Student3735,94,84,74,95,68
Student3736,61,56,95,77,81
Student3737,76,71,75,97,98
Student3738,78,100,52,73,99
Student3739,84,63,51,74,66
Student3740,87,89,99,56,80
Student3741,61,94,64,63,63
Student3742,75,84,62,55,95
Student3743,50,83,63,91,53
Student3744,85,53,55,59,57
Student3745,69,52,99,100,67
Student3746,92,86,67,55,85
Student3747,100,94,67,59,92
Student3748,55,82,86,56,87
Student3749,53,79,77,84,86
Student3750,58,50,62,90,75
Student3751,68,90,70,84,86
Student3752,92,86,80,96,97
Student3753,65,85,91,100,50
Student3754,88,54,70,81,64
Student3755,73,52,76,78,81
Student3756,94,92,94,79,70
Student3757,74,58,81,96,70
Student3758,77,86,91,74,98
Student3759,60,66,64,59,82
Student3760,55,71,88,55,54
Student3761,97,57,81,95,73
Student3762,53,66,79,73,93
Student3763,65,86,54,96,59
Student3764,52,92,51,63,52
Student3765,58,99,75,94,87
Student3766,91,82,59,71,94
Student3767,60,100,54,72,90
Student3768,66,61,78,76,78
Student3769,82,68,98,77,79
Student3770,80,67,100,53,59
Student3771,85,70,54,63,83
Student3772,72,55,57,63,71
Student3773,70,63,82,79,100
Student3774,54,93,79,91,82
Student3775,70,94,67,87,85
Student3776,97,77,92,93,64
Student3777,56,90,58,80,99
Student3778,56,82,60,52,77
Student3779,55,63,68,76,99
Student3780,68,75,84,71,56
Student3781,56,54,90,50,52
Student3782,89,82,56,73,91
Student3783,88,64,56,74,69
Student3784,69,83,78,52,95
Student3785,52,93,92,63,86
Student3786,81,59,94,65,78
Student3787,84,58,64,62,65
Student3788,93,67,100,90,84
Student3789,64,65,56,87,53
Student3790,60,51,84,74,53
Student3791,86,59,78,84,84
Student3792,66,62,52,72,90
Student3793,60,65,52,59,99
